89																							1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66
Calarge_2003	TOM_perspective_taking_task__vs__story_reading_task	21	PET	T88	13	7	b	BRAINS	NaN	0	45	1	NaN	3.97	0.0005	uncorrected	medial_frontal_gyrus	32_10	block	NaN	NaN	9	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	yes	yes	no	no	yes	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Calarge_2003	TOM_perspective_taking_task__vs__story_reading_task	21	PET	T88	13	7	b	BRAINS	NaN	5	33	15	NaN	4.38	0.0005	uncorrected	right_anterior_cingulate	24_32	block	NaN	NaN	9	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	yes	yes	no	no	yes	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Calarge_2003	TOM_perspective_taking_task__vs__story_reading_task	21	PET	T88	13	7	b	BRAINS	NaN	-20	10	50	NaN	5.99	0.0005	uncorrected	superior_frontal_gyrus/paracingulate_area	6_9_32	block	NaN	NaN	9	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	yes	yes	no	no	yes	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Calarge_2003	TOM_perspective_taking_task__vs__story_reading_task	21	PET	T88	13	7	b	BRAINS	NaN	-15	31	34	NaN	4.31	0.0005	uncorrected	superior_frontal_gyrus	8	block	NaN	NaN	9	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	yes	yes	no	no	yes	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Calarge_2003	TOM_perspective_taking_task__vs__story_reading_task	21	PET	T88	13	7	b	BRAINS	NaN	-17	42	20	NaN	3.96	0.0005	uncorrected	superior_frontal_gyrus	9	block	NaN	NaN	9	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	yes	yes	no	no	yes	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Calarge_2003	TOM_perspective_taking_task__vs__story_reading_task	21	PET	T88	13	7	b	BRAINS	NaN	-34	15	-8	NaN	3.9	0.0005	uncorrected	inferior_frontal_gyrus	47	block	NaN	NaN	9	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	yes	yes	no	no	yes	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Calarge_2003	TOM_perspective_taking_task__vs__story_reading_task	21	PET	T88	13	7	b	BRAINS	NaN	-8	-55	23	NaN	4.06	0.0005	uncorrected	retrosplenial_cingulate	23	block	NaN	NaN	9	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	yes	yes	no	no	yes	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Calarge_2003	TOM_perspective_taking_task__vs__story_reading_task	21	PET	T88	13	7	b	BRAINS	NaN	-44	0	-28	NaN	4.57	0.0005	uncorrected	temporal_pole	21	block	NaN	NaN	9	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	yes	yes	no	no	yes	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Calarge_2003	TOM_perspective_taking_task__vs__story_reading_task	21	PET	T88	13	7	b	BRAINS	NaN	-48	-64	25	NaN	4.11	0.0005	uncorrected	angular_gyrus	39	block	NaN	NaN	9	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	yes	yes	no	no	yes	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Calarge_2003	TOM_perspective_taking_task__vs__story_reading_task	21	PET	T88	13	7	b	BRAINS	NaN	-46	-72	-34	NaN	4.5	0.0005	uncorrected	lateral_cerebellum	NaN	block	NaN	NaN	9	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	yes	yes	no	no	yes	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Calarge_2003	TOM_perspective_taking_task__vs__story_reading_task	21	PET	T88	13	7	b	BRAINS	NaN	-3	-55	-19	NaN	4.08	0.0005	uncorrected	cerebellar_vermis_anterior_lobe	NaN	block	NaN	NaN	9	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	yes	yes	no	no	yes	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Calarge_2003	TOM_perspective_taking_task__vs__story_reading_task	21	PET	T88	13	7	b	BRAINS	NaN	29	-80	-24	NaN	7.79	0.0005	uncorrected	cerebellum	NaN	block	NaN	NaN	9	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	yes	yes	no	no	yes	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Calarge_2003	TOM_perspective_taking_task__vs__story_reading_task	21	PET	T88	13	7	b	BRAINS	NaN	6	-55	-5	NaN	4.04	0.0005	uncorrected	cerebellar_vermis_anterior_lobe	NaN	block	NaN	NaN	9	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	yes	yes	no	no	yes	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Calarge_2003	story_reading_task__vs__TOM_perspective_taking_task	22	PET	T88	13	7	b	BRAINS	NaN	-44	-26	6	NaN	3.94	0.0005	uncorrected	Heschls_gyrus	41_42	block	NaN	NaN	9	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	no	no	no	no	no	no	no	no	na	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	na	NotMenta	IndirPas	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	baseline	baseline	baseline	baseline
Calarge_2003	story_reading_task__vs__TOM_perspective_taking_task	22	PET	T88	13	7	b	BRAINS	NaN	-46	-58	4	NaN	4	0.0005	uncorrected	middle_temporal_gyrus	37	block	NaN	NaN	9	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	no	no	no	no	no	no	no	no	na	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	na	NotMenta	IndirPas	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	baseline	baseline	baseline	baseline
Calarge_2003	story_reading_task__vs__TOM_perspective_taking_task	22	PET	T88	13	7	b	BRAINS	NaN	44	8	16	NaN	5.43	0.0005	uncorrected	inferior_frontal_gyrus	44	block	NaN	NaN	9	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	no	no	no	no	no	no	no	no	na	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	na	NotMenta	IndirPas	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	baseline	baseline	baseline	baseline
Calarge_2003	story_reading_task__vs__TOM_perspective_taking_task	22	PET	T88	13	7	b	BRAINS	NaN	42	9	26	NaN	5.19	0.0005	uncorrected	inferior_frontal_gyrus	44	block	NaN	NaN	9	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	no	no	no	no	no	no	no	no	na	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	na	NotMenta	IndirPas	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	baseline	baseline	baseline	baseline
Calarge_2003	story_reading_task__vs__TOM_perspective_taking_task	22	PET	T88	13	7	b	BRAINS	NaN	34	-42	48	NaN	5.16	0.0005	uncorrected	superior_parietal_lobe	7	block	NaN	NaN	9	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	no	no	no	no	no	no	no	no	na	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	na	NotMenta	IndirPas	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	baseline	baseline	baseline	baseline
Calarge_2003	story_reading_task__vs__TOM_perspective_taking_task	22	PET	T88	13	7	b	BRAINS	NaN	24	-72	40	NaN	3.97	0.0005	uncorrected	superior_parietal_lobe	7	block	NaN	NaN	9	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	no	no	no	no	no	no	no	no	na	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	na	NotMenta	IndirPas	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	baseline	baseline	baseline	baseline
Calarge_2003	story_reading_task__vs__TOM_perspective_taking_task	22	PET	T88	13	7	b	BRAINS	NaN	49	-54	-11	NaN	5.73	0.0005	uncorrected	inferior_temporal_gyrus	37	block	NaN	NaN	9	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	no	no	no	no	no	no	no	no	na	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	na	NotMenta	IndirPas	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	baseline	baseline	baseline	baseline
Calarge_2003	story_reading_task__vs__TOM_perspective_taking_task	22	PET	T88	13	7	b	BRAINS	NaN	3	-77	14	NaN	10.94	0.0005	uncorrected	calcarine_fissure	17	block	NaN	NaN	9	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	no	no	no	no	no	no	no	no	na	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	na	NotMenta	IndirPas	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	baseline	baseline	baseline	baseline
Castelli_2000	ToM_animations_vs_random_animations	23	PET	T88	6	0	m	SPM97	fixed	-58	-48	4	4.3	NaN	0.06	corrected	L_superior_temporal_sulcus	22_39	block	NaN	NaN	16	no	no	no	no	no	no	no	yes	yes	no	no	no	no	yes	no	no	yes	yes	yes	yes	no	yes	yes	no	no	yes	no	no	yes	no	yes	yes	yes	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	NotBaseL	anyother	na	na
Castelli_2000	ToM_animations_vs_random_animations	23	PET	T88	6	0	m	SPM97	fixed	60	-56	12	6.2	NaN	0.001	corrected	R_superior_temporal_sulcus	22_39	block	NaN	NaN	16	no	no	no	no	no	no	no	yes	yes	no	no	no	no	yes	no	no	yes	yes	yes	yes	no	yes	yes	no	no	yes	no	no	yes	no	yes	yes	yes	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	NotBaseL	anyother	na	na
Castelli_2000	ToM_animations_vs_random_animations	23	PET	T88	6	0	m	SPM97	fixed	-38	-44	-22	3.8	NaN	0.0001	uncorrected	L_fusiform_gyrus	37	block	NaN	NaN	16	no	no	no	no	no	no	no	yes	yes	no	no	no	no	yes	no	no	yes	yes	yes	yes	no	yes	yes	no	no	yes	no	no	yes	no	yes	yes	yes	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	NotBaseL	anyother	na	na
Castelli_2000	ToM_animations_vs_random_animations	23	PET	T88	6	0	m	SPM97	fixed	36	-56	-20	5.1	NaN	0.001	corrected	R_fusiform_gyrus	37	block	NaN	NaN	16	no	no	no	no	no	no	no	yes	yes	no	no	no	no	yes	no	no	yes	yes	yes	yes	no	yes	yes	no	no	yes	no	no	yes	no	yes	yes	yes	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	NotBaseL	anyother	na	na
Castelli_2000	ToM_animations_vs_random_animations	23	PET	T88	6	0	m	SPM97	fixed	-38	-4	-32	3.2	NaN	0.0001	uncorrected	L_temporal_pole/amygdala	38	block	NaN	NaN	16	no	no	no	no	no	no	no	yes	yes	no	no	no	no	yes	no	no	yes	yes	yes	yes	no	yes	yes	no	no	yes	no	no	yes	no	yes	yes	yes	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	NotBaseL	anyother	na	na
Castelli_2000	ToM_animations_vs_random_animations	23	PET	T88	6	0	m	SPM97	fixed	34	6	-26	4	NaN	0.05	corrected	R_temporal_pole/amygdala	38	block	NaN	NaN	16	no	no	no	no	no	no	no	yes	yes	no	no	no	no	yes	no	no	yes	yes	yes	yes	no	yes	yes	no	no	yes	no	no	yes	no	yes	yes	yes	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	NotBaseL	anyother	na	na
Castelli_2000	ToM_animations_vs_random_animations	23	PET	T88	6	0	m	SPM97	fixed	-30	-94	-12	4.6	NaN	0.02	corrected	L_occipital_gyrus	19_18	block	NaN	NaN	16	no	no	no	no	no	no	no	yes	yes	no	no	no	no	yes	no	no	yes	yes	yes	yes	no	yes	yes	no	no	yes	no	no	yes	no	yes	yes	yes	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	NotBaseL	anyother	na	na
Castelli_2000	ToM_animations_vs_random_animations	23	PET	T88	6	0	m	SPM97	fixed	-32	-82	-24	4.1	NaN	0.0001	uncorrected	L_occipital_gyrus	19_18	block	NaN	NaN	16	no	no	no	no	no	no	no	yes	yes	no	no	no	no	yes	no	no	yes	yes	yes	yes	no	yes	yes	no	no	yes	no	no	yes	no	yes	yes	yes	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	NotBaseL	anyother	na	na
Castelli_2000	ToM_animations_vs_random_animations	23	PET	T88	6	0	m	SPM97	fixed	38	-96	-10	5	NaN	0.01	corrected	R_occipital_gyrus	19_18	block	NaN	NaN	16	no	no	no	no	no	no	no	yes	yes	no	no	no	no	yes	no	no	yes	yes	yes	yes	no	yes	yes	no	no	yes	no	no	yes	no	yes	yes	yes	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	NotBaseL	anyother	na	na
Castelli_2000	ToM_animations_vs_random_animations	23	PET	T88	6	0	m	SPM97	fixed	-4	60	32	4.1	NaN	0.0001	uncorrected	L_superior_frontal_gyrus	9	block	NaN	NaN	16	no	no	no	no	no	no	no	yes	yes	no	no	no	no	yes	no	no	yes	yes	yes	yes	no	yes	yes	no	no	yes	no	no	yes	no	yes	yes	yes	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	NotBaseL	anyother	na	na
Cato_2004	positive_vs_neutral_word_generation	24	fMRI	T88	26	13	b	AFNI	NaN	-3	60	12	NaN	6.12	0.005	uncorrected	rostral_frontal_cortex	9_10	block	NaN	NaN	1	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	na	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	NotBaseL	na	na	na
Cato_2004	positive_vs_neutral_word_generation	24	fMRI	T88	26	13	b	AFNI	NaN	0	-48	30	NaN	5.53	0.005	uncorrected	retrosplenial/posterior_cingulate_cortex	23_30_31	block	NaN	NaN	1	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	na	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	NotBaseL	na	na	na
Cato_2004	positive_vs_neutral_word_generation	24	fMRI	T88	26	13	b	AFNI	NaN	-22	42	31	NaN	3.83	0.005	uncorrected	middle_frontal_gyrus	9	block	NaN	NaN	1	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	na	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	NotBaseL	na	na	na
Cato_2004	positive_vs_neutral_word_generation	24	fMRI	T88	26	13	b	AFNI	NaN	-57	-51	24	NaN	4.44	0.005	uncorrected	temporoparietal_junction	22_40	block	NaN	NaN	1	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	na	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	NotBaseL	na	na	na
Cato_2004	positive_vs_neutral_word_generation	24	fMRI	T88	26	13	b	AFNI	NaN	-48	-63	16	NaN	4.32	0.005	uncorrected	temporoparietal_junction	22_39	block	NaN	NaN	1	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	na	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	NotBaseL	na	na	na
Cato_2004	positive_vs_neutral_word_generation	24	fMRI	T88	26	13	b	AFNI	NaN	-50	-24	0	NaN	4.25	0.005	uncorrected	superior/middle_temporal_gyrus	21_22	block	NaN	NaN	1	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	na	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	NotBaseL	na	na	na
Cato_2004	negative_vs_neutral_word_generation	25	fMRI	T88	26	13	b	AFNI	NaN	-4	60	29	NaN	5.17	0.005	uncorrected	rostral_frontal_cortex	9_10	block	NaN	NaN	1	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	na	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	NotBaseL	na	na	na
Cato_2004	negative_vs_neutral_word_generation	25	fMRI	T88	26	13	b	AFNI	NaN	0	-47	29	NaN	4.5	0.005	uncorrected	retrosplenial/posterior_cingulate_cortex	23_30_31	block	NaN	NaN	1	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	na	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	NotBaseL	na	na	na
Cato_2004	negative_vs_neutral_word_generation	25	fMRI	T88	26	13	b	AFNI	NaN	-54	-44	23	NaN	3.96	0.005	uncorrected	temporoparietal_junction	22_40	block	NaN	NaN	1	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	na	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	NotBaseL	na	na	na
Cato_2004	negative_vs_neutral_word_generation	25	fMRI	T88	26	13	b	AFNI	NaN	-40	-55	26	NaN	4.84	0.005	uncorrected	temporoparietal_junction	22_39	block	NaN	NaN	1	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	na	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	NotBaseL	na	na	na
Cato_2004	negative_vs_neutral_word_generation	25	fMRI	T88	26	13	b	AFNI	NaN	-50	-30	1	NaN	4.16	0.005	uncorrected	superior/middle_temporal_gyrus	21	block	NaN	NaN	1	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	na	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	NotBaseL	na	na	na
Cato_2004	emotional(pos/neg)_vs_neutral_word_generation	26	fMRI	T88	26	13	b	AFNI	NaN	-12	-55	12	NaN	4.83	0.005	uncorrected	posterior_cingulate/occipital_cortex	30_19	block	NaN	NaN	10	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	na	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	NotBaseL	na	na	na
Cato_2004	emotional(pos/neg)_vs_neutral_word_generation	26	fMRI	T88	26	13	b	AFNI	NaN	-43	4	36	NaN	4.23	0.005	uncorrected	precentral/middle_frontal_gyri	6	block	NaN	NaN	10	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	na	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	na	CoacOrNa	na	na	na	CoacOrNa	CoacOrNa	CoacOrNa	CoacOrNa	NotBaseL	na	na	na
